Date,Adj Close ^GSPC,Adj Close ^IXIC,Adj Close ^DJI,Adj Close ^RUT,Close ^GSPC,Close ^IXIC,Close ^DJI,Close ^RUT,High ^GSPC,High ^IXIC,High ^DJI,High ^RUT,Low ^GSPC,Low ^IXIC,Low ^DJI,Low ^RUT,Open ^GSPC,Open ^IXIC,Open ^DJI,Open ^RUT,Volume ^GSPC,Volume ^IXIC,Volume ^DJI,Volume ^RUT
2024-01-17 00:00:00,4739.2099609375,14855.6201171875,37266.671875,1913.1700439453125,4739.2099609375,14855.6201171875,37266.671875,1913.1700439453125,4744.22998046875,14865.759765625,37371.66015625,1914.2099609375,4714.81982421875,14706.23046875,37132.890625,1898.239990234375,4739.1298828125,14814.76953125,37281.859375,1899.1800537109375,3928600000,5181740000,290880000,3928600000
2024-01-18 00:00:00,4780.93994140625,15055.650390625,37468.609375,1923.6500244140625,4780.93994140625,15055.650390625,37468.609375,1923.6500244140625,4785.7900390625,15066.8095703125,37522.2890625,1926.050048828125,4740.56982421875,14911.1103515625,37122.94921875,1901.6500244140625,4760.10009765625,14994.51953125,37300.80859375,1924.010009765625,4019000000,5587440000,340620000,4019000000
2024-01-19 00:00:00,4839.81005859375,15310.9697265625,37863.80078125,1944.3900146484375,4839.81005859375,15310.9697265625,37863.80078125,1944.3900146484375,4842.06982421875,15310.9697265625,37933.73046875,1944.3900146484375,4785.8701171875,15087.2001953125,37451.7109375,1914.469970703125,4796.27978515625,15122.3798828125,37572.5,1934.0899658203125,4287200000,5604950000,377650000,4287200000
2024-01-22 00:00:00,4850.43017578125,15360.2900390625,38001.80859375,1983.3800048828125,4850.43017578125,15360.2900390625,38001.80859375,1983.3800048828125,4868.41015625,15438.849609375,38109.19921875,1984.1199951171875,4844.0498046875,15333.6298828125,37911.609375,1960.93994140625,4853.419921875,15393.0498046875,37919.55078125,1960.93994140625,4297610000,5456240000,339560000,4297610000
2024-01-23 00:00:00,4864.60009765625,15425.9404296875,37905.44921875,1976.27001953125,4864.60009765625,15425.9404296875,37905.44921875,1976.27001953125,4866.47998046875,15432.349609375,37980.73046875,2001.1400146484375,4844.3701171875,15337.23046875,37804.98828125,1969.93994140625,4856.7998046875,15391.41015625,37959.7890625,2000.5899658203125,3912800000,5207680000,334110000,3912800000
2024-01-24 00:00:00,4868.5498046875,15481.919921875,37806.390625,1961.8599853515625,4868.5498046875,15481.919921875,37806.390625,1961.8599853515625,4903.68017578125,15629.0703125,38064.21875,2000.1800537109375,4865.93994140625,15468.91015625,37795.7109375,1960.47998046875,4888.56005859375,15560.6103515625,37975.37109375,2000.1800537109375,4330030000,4983210000,336090000,4330030000
2024-01-25 00:00:00,4894.16015625,15510.5,38049.12890625,1975.8800048828125,4894.16015625,15510.5,38049.12890625,1975.8800048828125,4898.14990234375,15597.25,38057.53125,1989.2099609375,4869.33984375,15430.6796875,37796.46875,1963.8900146484375,4886.66015625,15555.6201171875,37862.5703125,1987.25,4020430000,5281570000,402970000,4020430000
2024-01-26 00:00:00,4890.97021484375,15455.3603515625,38109.4296875,1978.3299560546875,4890.97021484375,15455.3603515625,38109.4296875,1978.3299560546875,4906.68994140625,15538.83984375,38215.30859375,1993.43994140625,4881.47021484375,15433.0400390625,37997.76953125,1974.6300048828125,4888.91015625,15474.849609375,38006.6796875,1986.6700439453125,3353400000,4510530000,387000000,3353400000
2024-01-29 00:00:00,4927.93017578125,15628.0400390625,38333.44921875,2011.4200439453125,4927.93017578125,15628.0400390625,38333.44921875,2011.4200439453125,4929.31005859375,15630.580078125,38343.9296875,2011.6500244140625,4887.39990234375,15449.8701171875,38061.171875,1972.780029296875,4892.9501953125,15470.66015625,38115.828125,1978.1400146484375,3525160000,4979310000,312480000,3525160000
2024-01-30 00:00:00,4924.97021484375,15509.900390625,38467.30859375,1996.239990234375,4924.97021484375,15509.900390625,38467.30859375,1996.239990234375,4931.08984375,15619.23046875,38497.390625,2005.219970703125,4916.27001953125,15484.669921875,38257.80078125,1990.8199462890625,4925.89013671875,15604.080078125,38298.23046875,2002.3599853515625,3836130000,4719240000,326640000,3836130000
2024-01-31 00:00:00,4845.64990234375,15164.009765625,38150.30078125,1947.3399658203125,4845.64990234375,15164.009765625,38150.30078125,1947.3399658203125,4906.75,15405.5595703125,38588.859375,2003.1500244140625,4845.14990234375,15158.490234375,38139.66015625,1946.8900146484375,4899.18994140625,15324.1904296875,38426.78125,1989.3199462890625,4696120000,5875610000,453250000,4696120000
2024-02-01 00:00:00,4906.18994140625,15361.6396484375,38519.83984375,1974.4200439453125,4906.18994140625,15361.6396484375,38519.83984375,1974.4200439453125,4906.97021484375,15372.1298828125,38522.5,1974.4200439453125,4853.52001953125,15208.8798828125,38106.83984375,1936.22998046875,4861.10986328125,15254.01953125,38175.33984375,1959.5799560546875,4386090000,5046920000,321830000,4386090000
2024-02-02 00:00:00,4958.60986328125,15628.9501953125,38654.421875,1962.72998046875,4958.60986328125,15628.9501953125,38654.421875,1962.72998046875,4975.2900390625,15664.2099609375,38783.62109375,1971.510009765625,4907.990234375,15366.7802734375,38336.5703125,1944.5999755859375,4916.06005859375,15403.16015625,38448.1015625,1950.780029296875,3974350000,4800690000,379760000,3974350000
2024-02-05 00:00:00,4942.81005859375,15597.6796875,38380.12109375,1937.239990234375,4942.81005859375,15597.6796875,38380.12109375,1937.239990234375,4957.18994140625,15637.8798828125,38633.87890625,1951.77001953125,4918.08984375,15471.6796875,38220.3984375,1921.3599853515625,4957.18994140625,15613.990234375,38546.76953125,1951.77001953125,4023640000,4831020000,322290000,4023640000
2024-02-06 00:00:00,4954.22998046875,15609.0,38521.359375,1953.6300048828125,4954.22998046875,15609.0,38521.359375,1953.6300048828125,4957.77001953125,15652.75,38545.28125,1954.0400390625,4934.8798828125,15515.25,38350.4609375,1932.0799560546875,4950.16015625,15638.1904296875,38392.8984375,1936.77001953125,4440880000,4759640000,276140000,4440880000
2024-02-07 00:00:00,4995.06005859375,15756.6396484375,38677.359375,1950.3599853515625,4995.06005859375,15756.6396484375,38677.359375,1950.3599853515625,4999.89013671875,15770.6796875,38748.109375,1958.0699462890625,4969.0498046875,15645.8095703125,38571.01171875,1939.969970703125,4973.0498046875,15690.349609375,38613.890625,1954.3599853515625,4895590000,4567580000,302210000,4895590000
2024-02-08 00:00:00,4997.91015625,15793.7099609375,38726.328125,1979.699951171875,4997.91015625,15793.7099609375,38726.328125,1979.699951171875,5000.39990234375,15813.26953125,38755.6796875,1980.1500244140625,4987.08984375,15739.1796875,38544.359375,1948.6400146484375,4995.16015625,15762.23046875,38702.109375,1949.760009765625,4341860000,5675850000,315510000,4341860000
2024-02-09 00:00:00,5026.60986328125,15990.66015625,38671.69140625,2009.989990234375,5026.60986328125,15990.66015625,38671.69140625,2009.989990234375,5030.06005859375,16007.2900390625,38734.28125,2010.77001953125,5000.33984375,15831.759765625,38567.8984375,1984.1099853515625,5004.169921875,15842.3798828125,38731.96875,1984.1099853515625,3912990000,5797260000,299970000,3912990000
2024-02-12 00:00:00,5021.83984375,15942.5498046875,38797.37890625,2045.260009765625,5021.83984375,15942.5498046875,38797.37890625,2045.260009765625,5048.39013671875,16080.0703125,38927.078125,2052.0,5016.830078125,15917.8701171875,38628.921875,2014.68994140625,5026.830078125,15980.6201171875,38656.76171875,2014.68994140625,3805740000,5458490000,273020000,3805740000
2024-02-13 00:00:00,4953.169921875,15655.599609375,38272.75,1964.1700439453125,4953.169921875,15655.599609375,38272.75,1964.1700439453125,4971.2998046875,15770.419921875,38699.171875,1992.97998046875,4920.31005859375,15551.4404296875,38039.859375,1950.469970703125,4967.93994140625,15598.8798828125,38699.171875,1987.260009765625,4302190000,5599860000,318390000,4302190000
2024-02-14 00:00:00,5000.6201171875,15859.150390625,38424.26953125,2012.0999755859375,5000.6201171875,15859.150390625,38424.26953125,2012.0999755859375,5002.52001953125,15865.509765625,38442.55859375,2014.06005859375,4956.4501953125,15683.9404296875,38194.62109375,1983.0999755859375,4976.43994140625,15781.7099609375,38372.671875,1992.1300048828125,3845600000,5092660000,274610000,3845600000
2024-02-15 00:00:00,5029.72998046875,15906.169921875,38773.12109375,2061.47998046875,5029.72998046875,15906.169921875,38773.12109375,2061.47998046875,5032.72021484375,15911.2197265625,38781.890625,2062.800048828125,4999.43994140625,15779.7197265625,38397.94140625,2027.06005859375,5003.14013671875,15865.2998046875,38397.94140625,2027.530029296875,4137970000,6049100000,303840000,4137970000
2024-02-16 00:00:00,5005.56982421875,15775.650390625,38627.98828125,2045.1400146484375,5005.56982421875,15775.650390625,38627.98828125,2045.1400146484375,5038.7001953125,15917.41015625,38825.03125,2050.239990234375,4999.52001953125,15752.01953125,38583.23828125,2032.1600341796875,5031.1298828125,15910.4296875,38751.7109375,2049.8798828125,3833270000,5223800000,282210000,3833270000
2024-02-20 00:00:00,4975.509765625,15630.7802734375,38563.80078125,2004.1400146484375,4975.509765625,15630.7802734375,38563.80078125,2004.1400146484375,4993.7099609375,15730.4697265625,38663.08984375,2011.530029296875,4955.02001953125,15508.5,38460.19921875,1998.0899658203125,4989.31982421875,15679.83984375,38576.26171875,2008.780029296875,4034880000,5595700000,335990000,4034880000
2024-02-21 00:00:00,4981.7998046875,15580.8701171875,38612.23828125,1994.739990234375,4981.7998046875,15580.8701171875,38612.23828125,1994.739990234375,4983.2099609375,15583.6796875,38618.03125,1997.5999755859375,4946.0,15451.650390625,38338.578125,1982.43994140625,4963.02978515625,15532.1201171875,38483.66015625,1993.43994140625,3788390000,4845740000,279510000,3788390000
2024-02-22 00:00:00,5087.02978515625,16041.6201171875,39069.109375,2013.8399658203125,5087.02978515625,16041.6201171875,39069.109375,2013.8399658203125,5094.39013671875,16061.8203125,39149.609375,2016.8299560546875,5038.830078125,15869.240234375,38802.0703125,1998.800048828125,5038.830078125,15904.48046875,38845.19140625,2003.510009765625,4051710000,5653930000,324630000,4051710000
2024-02-23 00:00:00,5088.7998046875,15996.8203125,39131.53125,2016.68994140625,5088.7998046875,15996.8203125,39131.53125,2016.68994140625,5111.06005859375,16134.2197265625,39282.28125,2026.4300537109375,5081.4599609375,15954.5,39094.359375,2004.6400146484375,5100.919921875,16094.7998046875,39127.96875,2011.449951171875,3672790000,5077910000,286910000,3672790000
2024-02-26 00:00:00,5069.52978515625,15976.25,39069.23046875,2028.969970703125,5069.52978515625,15976.25,39069.23046875,2028.969970703125,5097.66015625,16054.900390625,39245.890625,2031.9599609375,5068.91015625,15973.900390625,39025.80078125,2011.8599853515625,5093.0,16014.4501953125,39144.7890625,2012.9300537109375,3683930000,5417630000,296930000,3683930000
2024-02-27 00:00:00,5078.18017578125,16035.2998046875,38972.41015625,2056.110107421875,5078.18017578125,16035.2998046875,38972.41015625,2056.110107421875,5080.68994140625,16046.099609375,39087.8984375,2058.06005859375,5057.2900390625,15940.509765625,38881.8984375,2045.3699951171875,5074.60009765625,16013.98046875,39087.8984375,2046.5699462890625,3925950000,5423020000,272860000,3925950000
2024-02-28 00:00:00,5069.759765625,15947.740234375,38949.01953125,2040.31005859375,5069.759765625,15947.740234375,38949.01953125,2040.31005859375,5077.3701171875,16003.5595703125,38956.4609375,2053.52001953125,5058.35009765625,15924.7197265625,38741.6796875,2038.6300048828125,5067.2001953125,15969.1396484375,38938.078125,2043.0400390625,3789370000,5581690000,272560000,3789370000
2024-02-29 00:00:00,5096.27001953125,16091.919921875,38996.390625,2054.840087890625,5096.27001953125,16091.919921875,38996.390625,2054.840087890625,5104.990234375,16115.9599609375,39074.12890625,2072.969970703125,5061.89013671875,15931.7001953125,38809.28125,2044.800048828125,5085.35986328125,16059.33984375,39013.75,2060.72998046875,5219740000,6265340000,519690000,5219740000
2024-03-01 00:00:00,5137.080078125,16274.9404296875,39087.37890625,2076.389892578125,5137.080078125,16274.9404296875,39087.37890625,2076.389892578125,5140.330078125,16302.240234375,39120.359375,2077.969970703125,5094.16015625,16096.599609375,38850.5,2052.429931640625,5098.509765625,16109.830078125,38989.51171875,2058.47998046875,4748110000,5457910000,331030000,4748110000
2024-03-04 00:00:00,5130.9501953125,16207.509765625,38989.828125,2074.31005859375,5130.9501953125,16207.509765625,38989.828125,2074.31005859375,5149.669921875,16289.0595703125,39087.859375,2091.800048828125,5127.18017578125,16199.0595703125,38913.30078125,2071.989990234375,5130.990234375,16264.2099609375,38968.76953125,2087.6298828125,4758440000,5725470000,386290000,4758440000
2024-03-05 00:00:00,5078.64990234375,15939.58984375,38585.19140625,2053.7099609375,5078.64990234375,15939.58984375,38585.19140625,2053.7099609375,5114.5400390625,16087.5703125,38906.98046875,2072.300048828125,5056.81982421875,15862.6298828125,38457.828125,2048.1298828125,5110.52001953125,16077.740234375,38906.98046875,2060.72998046875,4418410000,6356800000,393750000,4418410000
2024-03-06 00:00:00,5104.759765625,16031.5400390625,38661.05078125,2068.090087890625,5104.759765625,16031.5400390625,38661.05078125,2068.090087890625,5127.97021484375,16128.5595703125,38858.12890625,2075.64990234375,5092.22021484375,15956.66015625,38570.80078125,2059.860107421875,5108.02978515625,16092.0,38721.1484375,2069.81005859375,4559050000,5511370000,347900000,4559050000
2024-03-07 00:00:00,5157.35986328125,16273.3798828125,38791.3515625,2084.739990234375,5157.35986328125,16273.3798828125,38791.3515625,2084.739990234375,5165.6201171875,16309.01953125,38910.3515625,2090.7900390625,5128.2099609375,16096.009765625,38730.12890625,2079.320068359375,5132.3798828125,16147.3203125,38784.30078125,2079.320068359375,4137980000,5072790000,335580000,4137980000
2024-03-08 00:00:00,5123.68994140625,16085.1103515625,38722.69140625,2082.7099609375,5123.68994140625,16085.1103515625,38722.69140625,2082.7099609375,5189.259765625,16449.69921875,38971.1484375,2115.949951171875,5117.5,16059.5,38705.03125,2075.89990234375,5164.4599609375,16322.099609375,38776.80078125,2099.60009765625,4208870000,5411790000,342030000,4208870000
2024-03-11 00:00:00,5117.93994140625,16019.26953125,38769.66015625,2065.8798828125,5117.93994140625,16019.26953125,38769.66015625,2065.8798828125,5124.66015625,16085.9501953125,38794.76171875,2079.969970703125,5091.14013671875,15978.0400390625,38483.25,2063.780029296875,5111.9599609375,16052.6298828125,38667.2109375,2075.739990234375,3896430000,4917620000,300190000,3896430000
2024-03-12 00:00:00,5175.27001953125,16265.6396484375,39005.48828125,2065.47998046875,5175.27001953125,16265.6396484375,39005.48828125,2065.47998046875,5179.8701171875,16275.4501953125,39071.55859375,2072.949951171875,5114.47998046875,15992.98046875,38711.390625,2052.929931640625,5134.2998046875,16116.98046875,38883.3203125,2066.14990234375,4080510000,5100330000,329090000,4080510000
2024-03-13 00:00:00,5165.31005859375,16177.76953125,39043.3203125,2071.7099609375,5165.31005859375,16177.76953125,39043.3203125,2071.7099609375,5179.14013671875,16233.2998046875,39201.94140625,2080.18994140625,5151.8798828125,16143.33984375,38937.921875,2062.35009765625,5173.490234375,16220.1103515625,39054.578125,2062.75,4282890000,4839000000,330930000,4282890000
2024-03-14 00:00:00,5150.47998046875,16128.5302734375,38905.66015625,2031.1800537109375,5150.47998046875,16128.5302734375,38905.66015625,2031.1800537109375,5176.85009765625,16245.3203125,39160.25,2064.280029296875,5123.2998046875,16039.6796875,38704.359375,2017.280029296875,5175.14013671875,16209.1904296875,39122.390625,2064.280029296875,4687970000,5450980000,375810000,4687970000
2024-03-15 00:00:00,5117.08984375,15973.169921875,38714.76953125,2039.3199462890625,5117.08984375,15973.169921875,38714.76953125,2039.3199462890625,5136.85986328125,16055.330078125,38928.12890625,2041.8800048828125,5104.35009765625,15925.91015625,38618.19921875,2018.949951171875,5123.31005859375,16043.580078125,38809.6484375,2020.6300048828125,7753670000,8261950000,774360000,7753670000
2024-03-18 00:00:00,5149.419921875,16103.4501953125,38790.4296875,2024.739990234375,5149.419921875,16103.4501953125,38790.4296875,2024.739990234375,5175.60009765625,16247.58984375,38898.41015625,2044.0699462890625,5145.47021484375,16094.169921875,38760.7890625,2024.5699462890625,5154.77001953125,16154.919921875,38826.9296875,2042.1199951171875,4036220000,5025040000,327950000,4036220000
2024-03-19 00:00:00,5178.509765625,16166.7900390625,39110.76171875,2035.7099609375,5178.509765625,16166.7900390625,39110.76171875,2035.7099609375,5180.31005859375,16175.58984375,39122.7109375,2039.8299560546875,5131.58984375,15951.8603515625,38761.28125,2009.81005859375,5139.08984375,16031.9296875,38819.609375,2012.030029296875,4031760000,4758740000,310610000,4031760000
2024-03-20 00:00:00,5224.6201171875,16369.41015625,39512.12890625,2074.8798828125,5224.6201171875,16369.41015625,39512.12890625,2074.8798828125,5226.18994140625,16377.4404296875,39529.12890625,2081.330078125,5171.5498046875,16127.48046875,38988.6484375,2028.56005859375,5181.68994140625,16185.759765625,39072.05078125,2030.3800048828125,4064850000,5298380000,350050000,4064850000
2024-03-21 00:00:00,5241.52978515625,16401.83984375,39781.37109375,2098.56005859375,5241.52978515625,16401.83984375,39781.37109375,2098.56005859375,5261.10009765625,16538.859375,39889.05078125,2106.31005859375,5240.66015625,16393.900390625,39589.23046875,2087.85009765625,5253.43017578125,16517.240234375,39661.03125,2087.85009765625,4207730000,5134740000,408990000,4207730000
2024-03-22 00:00:00,5234.18017578125,16428.8203125,39475.8984375,2072.0,5234.18017578125,16428.8203125,39475.8984375,2072.0,5246.08984375,16467.619140625,39824.76171875,2099.110107421875,5229.8701171875,16361.0,39469.53125,2071.7900390625,5242.47998046875,16387.830078125,39774.05859375,2098.030029296875,3374700000,4339930000,332340000,3374700000
2024-03-25 00:00:00,5218.18994140625,16384.470703125,39313.640625,2074.159912109375,5218.18994140625,16384.470703125,39313.640625,2074.159912109375,5229.08984375,16441.169921875,39430.171875,2088.47998046875,5216.08984375,16315.7197265625,39296.03125,2074.159912109375,5219.52001953125,16335.2998046875,39410.5390625,2075.06005859375,3331360000,4636940000,323670000,3331360000
2024-03-26 00:00:00,5203.580078125,16315.7001953125,39282.328125,2070.159912109375,5203.580078125,16315.7001953125,39282.328125,2070.159912109375,5235.16015625,16476.380859375,39439.44140625,2093.52001953125,5203.419921875,16312.9501953125,39277.19140625,2070.0,5228.85009765625,16446.849609375,39338.3203125,2083.43994140625,3871790000,5144260000,306940000,3871790000
2024-03-27 00:00:00,5248.490234375,16399.51953125,39760.078125,2114.35009765625,5248.490234375,16399.51953125,39760.078125,2114.35009765625,5249.259765625,16431.8203125,39769.41015625,2114.64990234375,5213.919921875,16279.169921875,39461.98046875,2079.699951171875,5226.31005859375,16424.759765625,39461.98046875,2079.699951171875,3850500000,4768930000,332190000,3850500000
2024-03-28 00:00:00,5254.35009765625,16379.4599609375,39807.37109375,2124.550048828125,5254.35009765625,16379.4599609375,39807.37109375,2124.550048828125,5264.85009765625,16420.919921875,39868.58984375,2135.4599609375,5245.81982421875,16347.3798828125,39717.25,2115.77001953125,5248.02978515625,16377.23046875,39763.73828125,2115.77001953125,3998270000,5174450000,360970000,3998270000
2024-04-01 00:00:00,5243.77001953125,16396.830078125,39566.8515625,2102.840087890625,5243.77001953125,16396.830078125,39566.8515625,2102.840087890625,5263.9501953125,16490.650390625,39815.0,2126.06005859375,5229.2001953125,16327.8896484375,39491.21875,2100.139892578125,5257.97021484375,16397.05078125,39807.9296875,2125.909912109375,3325930000,4798390000,269470000,3325930000
2024-04-02 00:00:00,5205.81005859375,16240.4501953125,39170.23828125,2065.0400390625,5205.81005859375,16240.4501953125,39170.23828125,2065.0400390625,5208.33984375,16251.41015625,39256.26953125,2087.419921875,5184.0498046875,16137.240234375,39051.69921875,2054.340087890625,5204.2900390625,16199.240234375,39256.26953125,2087.419921875,3886590000,4710280000,319590000,3886590000
2024-04-03 00:00:00,5211.490234375,16277.4599609375,39127.140625,2076.199951171875,5211.490234375,16277.4599609375,39127.140625,2076.199951171875,5228.75,16340.740234375,39305.76171875,2080.39990234375,5194.3701171875,16169.3095703125,39017.12890625,2052.10009765625,5194.3701171875,16178.7998046875,39139.58984375,2056.68994140625,3703250000,5151500000,364180000,3703250000
2024-04-04 00:00:00,5147.2099609375,16049.080078125,38596.98046875,2053.830078125,5147.2099609375,16049.080078125,38596.98046875,2053.830078125,5256.58984375,16468.0390625,39421.3515625,2101.469970703125,5146.06005859375,16046.5595703125,38559.421875,2051.320068359375,5244.0498046875,16418.5703125,39343.6015625,2089.070068359375,4075680000,5368700000,356510000,4075680000
2024-04-05 00:00:00,5204.33984375,16248.51953125,38904.0390625,2063.469970703125,5204.33984375,16248.51953125,38904.0390625,2063.469970703125,5222.18017578125,16326.5,39040.171875,2073.320068359375,5157.2099609375,16080.48046875,38602.1796875,2048.25,5158.9501953125,16095.400390625,38664.98046875,2051.8798828125,3386780000,4578130000,317110000,3386780000
2024-04-08 00:00:00,5202.39013671875,16253.9599609375,38892.80078125,2073.7099609375,5202.39013671875,16253.9599609375,38892.80078125,2073.7099609375,5219.56982421875,16323.599609375,39013.19921875,2079.030029296875,5197.35009765625,16220.7197265625,38857.69921875,2066.1201171875,5211.3701171875,16285.1796875,38916.421875,2074.68994140625,3278180000,4386700000,291460000,3278180000
2024-04-09 00:00:00,5209.91015625,16306.6396484375,38883.671875,2080.800048828125,5209.91015625,16306.6396484375,38883.671875,2080.800048828125,5224.81005859375,16348.1796875,38992.890625,2084.06005859375,5160.77978515625,16141.150390625,38572.08984375,2065.1298828125,5217.02978515625,16328.759765625,38983.66015625,2079.35009765625,3400680000,4869190000,328700000,3400680000
2024-04-10 00:00:00,5160.64013671875,16170.3603515625,38461.51171875,2028.3900146484375,5160.64013671875,16170.3603515625,38461.51171875,2028.3900146484375,5178.43017578125,16200.099609375,38662.28125,2044.27001953125,5138.7001953125,16092.01953125,38304.66015625,2016.550048828125,5167.8798828125,16104.009765625,38662.28125,2043.219970703125,3845930000,5308250000,317580000,3845930000
2024-04-11 00:00:00,5199.06005859375,16442.19921875,38459.078125,2042.5999755859375,5199.06005859375,16442.19921875,38459.078125,2042.5999755859375,5211.77978515625,16464.599609375,38598.98046875,2045.0400390625,5138.77001953125,16154.650390625,38197.28125,2021.5,5172.9501953125,16236.2001953125,38523.26171875,2036.22998046875,3509380000,4714750000,356640000,3509380000
2024-04-12 00:00:00,5123.41015625,16175.08984375,37983.23828125,2003.1700439453125,5123.41015625,16175.08984375,37983.23828125,2003.1700439453125,5175.02978515625,16341.4599609375,38319.140625,2032.93994140625,5107.93994140625,16125.330078125,37877.30078125,1994.8299560546875,5171.509765625,16293.0302734375,38319.140625,2031.0799560546875,3963220000,4552740000,440910000,3963220000
2024-04-15 00:00:00,5061.81982421875,15885.01953125,37735.109375,1975.7099609375,5061.81982421875,15885.01953125,37735.109375,1975.7099609375,5168.43017578125,16295.26953125,38386.80859375,2016.6600341796875,5052.47021484375,15863.8798828125,37657.7890625,1968.1099853515625,5149.669921875,16276.4697265625,38075.37890625,2010.9100341796875,3950210000,4910550000,389170000,3950210000
2024-04-16 00:00:00,5051.41015625,15865.25,37798.96875,1967.47998046875,5051.41015625,15865.25,37798.96875,1967.47998046875,5079.83984375,15965.7900390625,37992.21875,1976.2099609375,5039.830078125,15822.01953125,37713.69921875,1953.010009765625,5064.58984375,15856.3798828125,37992.21875,1965.8499755859375,4006200000,5001860000,339480000,4006200000
2024-04-17 00:00:00,5022.2099609375,15683.3701171875,37753.30859375,1947.949951171875,5022.2099609375,15683.3701171875,37753.30859375,1947.949951171875,5077.9599609375,15957.0302734375,38036.69921875,1982.8399658203125,5007.25,15654.509765625,37611.55859375,1947.75,5068.97021484375,15942.2900390625,37949.671875,1977.2900390625,3596130000,4991470000,314650000,3596130000
