Datetime,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI_14,MACD,MACD_signal,MACD_diff,BB_upper,BB_lower
2000-01-03 00:00:00,0.9994419813156128,1.004464030265808,0.9079239964485168,0.9363840222358704,535796800,0.9189732015132904,0.8455022621154785,64.64607934784135,0.019498706508868313,0.018496711262712313,0.0010019952461560004,1.0287872051799563,0.8091591978466246
2000-01-04 00:00:00,0.9151790142059326,0.9877229928970337,0.9034600257873535,0.966517984867096,512377600,0.9129464507102967,0.8506027221679687,52.3561353700077,0.018027471739214596,0.01840286335801277,-0.0003753916187981751,1.0088162762668118,0.8170766251537814
2000-01-05 00:00:00,0.9285709857940674,0.9871649742126465,0.919642984867096,0.9263389706611633,778321600,0.9067801475524903,0.8558705615997314,53.857550583146576,0.0177376590778362,0.018269822501977458,-0.000532163424141259,0.9790733128087744,0.8344869822962061
2000-01-06 00:00:00,0.8482139706611633,0.955357015132904,0.8482139706611633,0.9475449919700623,767972800,0.9000557959079742,0.859430820941925,44.74565628876576,0.010898213089483577,0.01679550061947868,-0.005897287529995104,0.967721431666646,0.8323901601493024
2000-01-07 00:00:00,0.888392984867096,0.9017860293388367,0.8526790142059326,0.861607015132904,460734400,0.8974888443946838,0.8635602807998657,49.35908469731202,0.008620640151054126,0.015160528525793771,-0.0065398883747396445,0.962793094334615,0.8321845944547526
2000-01-10 00:00:00,0.872767984867096,0.9129459857940674,0.845982015132904,0.9107139706611633,505064000,0.8951450943946838,0.8671093809604645,47.69144110609264,0.005491537248853762,0.01322673027040577,-0.007735193021552008,0.9604653469593308,0.8298248418300368
2000-01-11 00:00:00,0.828125,0.8872770071029663,0.8080360293388367,0.8565850257873535,441548800,0.8923548936843873,0.8693638408184051,43.20044907827375,-0.0005838844701753221,0.010464607322289553,-0.011048491792464876,0.9638305751058936,0.8208792122628809
2000-01-12 00:00:00,0.7784600257873535,0.8526790142059326,0.7723209857940674,0.8482139706611633,976068800,0.8889229953289032,0.8710714411735535,38.82072135047342,-0.009299054592130873,0.006511874939405468,-0.01581092953153634,0.9740489731632896,0.8037970174945167
2000-01-13 00:00:00,0.8638389706611633,0.8816959857940674,0.825892984867096,0.8436099886894226,1032684800,0.888811394572258,0.8740178608894348,48.488904897295754,-0.00921035119812108,0.003367429711900159,-0.012577780910021239,0.9740626765221221,0.8035601126223939
2000-01-14 00:00:00,0.896763026714325,0.9129459857940674,0.8872770071029663,0.892857015132904,390376000,0.8897600471973419,0.8773995411396026,51.66126889832672,-0.0064094725438940126,0.0014120492607413247,-0.007821521804635337,0.9749218499981211,0.8045982443965627
2000-01-18 00:00:00,0.928013026714325,0.9464290142059326,0.896763026714325,0.9017860293388367,459177600,0.891517847776413,0.8810267615318298,54.52403289328288,-0.0016491320308227309,0.0007998130024285136,-0.0024489450332512443,0.9782986812080081,0.8047370143448178
2000-01-19 00:00:00,0.9514510035514832,0.970982015132904,0.9229909777641296,0.9430800080299377,597643200,0.8953403979539871,0.8842857015132904,56.60006543898064,0.003968969167634007,0.0014336442354696123,0.0025353249321643945,0.9855418073933123,0.8051389885146619
2000-01-20 00:00:00,1.0133930444717407,1.0848209857940674,1.0133930444717407,1.03125,1831132800,0.9002510994672775,0.8873437428474427,61.59052619650015,0.013266630417412606,0.0038002414718582116,0.009466388945554394,1.0039256172546345,0.7965765816799205
2000-01-21 00:00:00,0.993861973285675,1.020089030265808,0.9838169813156128,1.020089030265808,495924800,0.9053292483091354,0.8912165224552154,59.27603285460591,0.018841902009462785,0.006808573579379126,0.012033328430083659,1.0166180941416147,0.7940404024766561
2000-01-24 00:00:00,0.9486610293388367,1.0066959857940674,0.9386159777641296,0.9681919813156128,440876800,0.9065569490194321,0.8938616228103637,54.199754102230244,0.019389496451811872,0.009324758153865676,0.010064738297946196,1.0191810403793748,0.7939328576594893
2000-01-25 00:00:00,1.0022319555282593,1.010045051574707,0.9140629768371582,0.9375,497145600,0.9123325973749161,0.8974330413341522,58.712597164648585,0.023871024711477062,0.012234011465387953,0.011637013246089109,1.0319268528259224,0.7927383419239098
2000-01-26 00:00:00,0.9838169813156128,1.019531011581421,0.9799110293388367,0.982142984867096,367158400,0.9176897466182709,0.9009263408184052,56.64635585097967,0.025641158314348766,0.014915440835180118,0.010725717479168648,1.0399831888393842,0.7953963043971574
2000-01-27 00:00:00,0.982142984867096,1.0089290142059326,0.955357015132904,0.9715399742126465,340144000,0.9218470960855484,0.9045982205867767,56.45186635348065,0.026602270015129048,0.017252806671169907,0.009349463343959141,1.0469370817361001,0.7967571104349966
2000-01-28 00:00:00,0.9073659777641296,0.9899550080299377,0.8984379768371582,0.9659600257873535,423348800,0.9224330455064773,0.906462060213089,48.449606307949246,0.021087000609918194,0.018019645458919566,0.0030673551509986276,1.0471358225488914,0.7977302684640634
2000-01-31 00:00:00,0.9263389706611633,0.9274550080299377,0.84375,0.9017860293388367,701680000,0.9228515446186065,0.9088727593421936,50.37187746749676,0.018039127995229443,0.01802354196618154,1.5586029047900962e-05,1.0475477663945232,0.7981553228426899
2000-02-01 00:00:00,0.8950889706611633,0.9375,0.892857015132904,0.9285709857940674,318035200,0.9176338940858841,0.9107700788974762,47.24684632382971,0.012952742009416651,0.017009381974828562,-0.004056639965411911,1.0377221338128573,0.7975456543589109
2000-02-02 00:00:00,0.8822540044784546,0.9118300080299377,0.8660709857940674,0.8995540142059326,464195200,0.9159876435995102,0.9119084584712982,45.98498493840357,0.007796200222373817,0.015166745624337615,-0.007370545401963798,1.0370640111893468,0.7949112760096737
2000-02-03 00:00:00,0.9224330186843872,0.9308040142059326,0.8950889706611633,0.8956469893455505,475193600,0.9156807452440262,0.9141740787029267,50.44668875912557,0.006872492545564324,0.013507895008582958,-0.006635402463018634,1.0366590512091318,0.7947024392789206
2000-02-04 00:00:00,0.9642860293388367,0.982142984867096,0.9252229928970337,0.928013026714325,425320000,0.9214843481779098,0.9168861389160157,54.64897342366211,0.009409172651033582,0.012688150537073083,-0.003278977886039501,1.0400725637812929,0.8028961325745267
2000-02-07 00:00:00,1.0184149742126465,1.020089030265808,0.9458709955215454,0.9642860293388367,441067200,0.9279854476451874,0.9203459584712982,59.4397010148087,0.01560735155378723,0.013271990740415913,0.0023353608133713163,1.0527019633534298,0.803268931936945
2000-02-08 00:00:00,1.025670051574707,1.036829948425293,0.9933040142059326,1.0178569555282593,408643200,0.9356305509805679,0.9238839197158814,60.04887387941803,0.02086436567965566,0.014790465728263865,0.006073899951391796,1.0645455679499387,0.8067155340111971
2000-02-09 00:00:00,1.005579948425293,1.0457589626312256,1.003906011581421,1.0189729928970337,299364800,0.9445032984018326,0.9271093583106995,57.47468276466195,0.02314270908054339,0.01646091439871977,0.00668179468182362,1.066860455753807,0.8221461410498581
2000-02-10 00:00:00,1.0133930444717407,1.0167410373687744,0.982142984867096,1.0078129768371582,302982400,0.9562499493360519,0.9298995387554169,58.22471685231928,0.02528726830624861,0.01822618518022554,0.007061083126023073,1.0555194031936428,0.8569804954784611
2000-02-11 00:00:00,0.970982015132904,1.0189729928970337,0.966517984867096,1.0145089626312256,212251200,0.961607101559639,0.9309151589870452,52.782637605718485,0.0232960885123924,0.019240165846658913,0.004055922665733486,1.0514685343659105,0.8717456687533676
2000-02-14 00:00:00,1.0340399742126465,1.0345979928970337,0.9698659777641296,0.9760040044784546,367539200,0.9684709489345551,0.931919618844986,58.929250778749015,0.02650082941516385,0.020692298560359902,0.005808530854803949,1.058443060738691,0.8784988371304192
2000-02-15 00:00:00,1.0625,1.0708709955215454,1.0284600257873535,1.0290180444717407,485744000,0.9751952975988388,0.9326338994503022,61.37325702275762,0.030979977998204733,0.02274983444792887,0.008230143550275862,1.071916739055418,0.8784738561422595
2000-02-16 00:00:00,1.0189729928970337,1.0546879768371582,1.0011160373687744,1.051339030265808,378246400,0.9785713970661163,0.9322990787029266,55.8949030106133,0.030663994378433812,0.024332666434029863,0.006331327944403949,1.076448790105314,0.8806940040269187
2000-02-17 00:00:00,1.025670051574707,1.03125,1.010045051574707,1.0284600257873535,289497600,0.9791852474212647,0.9317745387554168,56.53772884129143,0.030601219934058177,0.02558637713403553,0.005014842800022647,1.0780772291225689,0.8802932657199605
2000-02-18 00:00:00,0.9933040142059326,1.0301339626312256,0.9899550080299377,1.0234379768371582,233441600,0.9791573494672775,0.9319865989685059,52.55135036814935,0.02762139971108024,0.025993381649444473,0.0016280180616357678,1.0780330673676393,0.8802816315669157
