Company,Date,Adj Close,Close,High,Low,Open,Volume
AAPL,2000-01-03,0.8430765867233276,0.9994419813156128,1.004464030265808,0.9079239964485168,0.9363840222358704,535796800
AAPL,2000-01-04,0.7719966173171997,0.9151790142059326,0.9877229928970336,0.9034600257873536,0.966517984867096,512377600
AAPL,2000-01-05,0.7832932472229004,0.9285709857940674,0.9871649742126464,0.919642984867096,0.9263389706611632,778321600
AAPL,2000-01-06,0.7155085206031799,0.8482139706611633,0.955357015132904,0.8482139706611633,0.9475449919700624,767972800
AAPL,2000-01-07,0.7494014501571655,0.888392984867096,0.9017860293388368,0.8526790142059326,0.861607015132904,460734400
AAPL,2000-01-10,0.7362208366394043,0.872767984867096,0.9129459857940674,0.845982015132904,0.9107139706611632,505064000
AAPL,2000-01-11,0.6985625624656677,0.828125,0.8872770071029663,0.8080360293388367,0.8565850257873535,441548800
AAPL,2000-01-12,0.6566677689552307,0.7784600257873535,0.8526790142059326,0.7723209857940674,0.8482139706611633,976068800
AAPL,2000-01-13,0.7286890745162964,0.8638389706611633,0.8816959857940674,0.825892984867096,0.8436099886894226,1032684800
AAPL,2000-01-14,0.7564619779586792,0.896763026714325,0.9129459857940674,0.8872770071029663,0.892857015132904,390376000
AAPL,2000-01-18,0.7828229069709778,0.928013026714325,0.9464290142059326,0.896763026714325,0.9017860293388368,459177600
AAPL,2000-01-19,0.8025938868522644,0.9514510035514832,0.970982015132904,0.9229909777641296,0.9430800080299376,597643200
AAPL,2000-01-20,0.8548447489738464,1.0133930444717407,1.0848209857940674,1.0133930444717407,1.03125,1831132800
AAPL,2000-01-21,0.8383694291114807,0.993861973285675,1.020089030265808,0.9838169813156128,1.020089030265808,495924800
AAPL,2000-01-24,0.8002402782440186,0.9486610293388368,1.0066959857940674,0.9386159777641296,0.9681919813156128,440876800
AAPL,2000-01-25,0.8454298377037048,1.0022319555282593,1.010045051574707,0.9140629768371582,0.9375,497145600
AAPL,2000-01-26,0.8298959136009216,0.9838169813156128,1.019531011581421,0.9799110293388368,0.982142984867096,367158400
AAPL,2000-01-27,0.8284839391708374,0.982142984867096,1.0089290142059326,0.955357015132904,0.9715399742126464,340144000
AAPL,2000-01-28,0.76540607213974,0.9073659777641296,0.9899550080299376,0.8984379768371582,0.9659600257873536,423348800
AAPL,2000-01-31,0.7814105153083801,0.9263389706611632,0.9274550080299376,0.84375,0.9017860293388368,701680000
AAPL,2000-02-01,0.7550499439239502,0.8950889706611633,0.9375,0.892857015132904,0.9285709857940674,318035200
AAPL,2000-02-02,0.7442228198051453,0.8822540044784546,0.9118300080299376,0.8660709857940674,0.8995540142059326,464195200
AAPL,2000-02-03,0.7781156301498413,0.9224330186843872,0.9308040142059326,0.8950889706611633,0.8956469893455505,475193600
AAPL,2000-02-04,0.8134205937385559,0.9642860293388368,0.982142984867096,0.9252229928970336,0.928013026714325,425320000
AAPL,2000-02-07,0.8590810298919678,1.0184149742126465,1.020089030265808,0.9458709955215454,0.9642860293388368,441067200
AAPL,2000-02-08,0.8652010560035706,1.025670051574707,1.036829948425293,0.9933040142059326,1.0178569555282593,408643200
AAPL,2000-02-09,0.8482540845870972,1.005579948425293,1.0457589626312256,1.003906011581421,1.0189729928970337,299364800
AAPL,2000-02-10,0.8548447489738464,1.0133930444717407,1.0167410373687744,0.982142984867096,1.0078129768371582,302982400
AAPL,2000-02-11,0.8190692067146301,0.970982015132904,1.0189729928970337,0.966517984867096,1.0145089626312256,212251200
AAPL,2000-02-14,0.8722615242004395,1.0340399742126465,1.0345979928970337,0.9698659777641296,0.9760040044784546,367539200
AAPL,2000-02-15,0.8962688446044922,1.0625,1.0708709955215454,1.0284600257873535,1.0290180444717407,485744000
AAPL,2000-02-16,0.8595517873764038,1.0189729928970337,1.0546879768371582,1.0011160373687744,1.051339030265808,378246400
AAPL,2000-02-17,0.8652010560035706,1.025670051574707,1.03125,1.010045051574707,1.0284600257873535,289497600
