Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI_14,MACD,MACD_signal,MACD_diff,BB_upper,BB_lower,Adj Close ^GSPC,Adj Close ^IXIC,Adj Close ^DJI,Adj Close ^RUT,Close ^GSPC,Close ^IXIC,Close ^DJI,Close ^RUT,High ^GSPC,High ^IXIC,High ^DJI,High ^RUT,Low ^GSPC,Low ^IXIC,Low ^DJI,Low ^RUT,Open ^GSPC,Open ^IXIC,Open ^DJI,Open ^RUT,Volume ^GSPC,Volume ^IXIC,Volume ^DJI,Volume ^RUT
2021-11-22,161.02000427246094,165.6999969482422,161.0,161.67999267578125,117467900,151.71050262451172,147.60179992675782,75.4029512743705,2.75709971750004,1.6829727923804707,1.0741269251195693,159.10440128144853,144.3166039675749,4682.93994140625,15854.759765625,35619.25,2331.35009765625,4682.93994140625,15854.759765625,35619.25,2331.35009765625,4743.830078125,16212.23046875,35929.66015625,2369.6298828125,4682.169921875,15851.0400390625,35615.55078125,2331.35009765625,4712.0,16120.919921875,35631.41015625,2343.669921875,4441100000,5567830000,420810000,4441100000
2021-11-23,161.41000366210938,161.8000030517578,159.05999755859375,161.1199951171875,96041900,152.31500244140625,147.86760009765624,75.89258007367336,3.132270090708744,1.9728322520461252,1.1594378386626183,160.7341014284759,143.8959034543366,4690.7001953125,15775.1396484375,35813.80078125,2327.860107421875,4690.7001953125,15775.1396484375,35813.80078125,2327.860107421875,4699.39013671875,15895.8603515625,35841.51953125,2342.6298828125,4652.66015625,15601.4599609375,35542.87109375,2303.3798828125,4678.47998046875,15809.5,35619.921875,2331.25,4277590000,5434380000,392520000,4277590000
2021-11-24,161.94000244140625,162.13999938964844,159.63999938964844,160.75,69463600,152.9695022583008,148.12580017089843,76.57501141852454,3.4327907120473924,2.264823944046379,1.1679667680010133,162.20501159934412,143.73399291725747,4701.4599609375,15845.23046875,35804.37890625,2331.4599609375,4701.4599609375,15845.23046875,35804.37890625,2331.4599609375,4702.8701171875,15848.5595703125,35825.46875,2334.3701171875,4659.89013671875,15591.3603515625,35591.03125,2303.93994140625,4675.77978515625,15677.8798828125,35752.30859375,2326.699951171875,3418430000,4197090000,280960000,3418430000
2021-11-26,156.80999755859375,160.4499969482422,156.36000061035156,159.57000732421875,76959800,153.18150177001954,148.28620025634766,59.12775277365358,3.2198900604838627,2.455837167333876,0.7640528931499868,162.5640823961834,143.7989211438557,4594.6201171875,15491.66015625,34899.33984375,2245.93994140625,4594.6201171875,15491.66015625,34899.33984375,2245.93994140625,4664.6298828125,15731.5400390625,35366.69140625,2328.97998046875,4585.43017578125,15456.08984375,34749.80078125,2215.239990234375,4664.6298828125,15664.3798828125,35366.69140625,2328.97998046875,3517700000,3502170000,324580000,3517700000
2021-11-29,160.24000549316406,161.19000244140625,158.7899932861328,159.3699951171875,88748200,153.70350189208983,148.56980041503903,64.88818918008073,3.290012518449828,2.6226722375570666,0.6673402808927613,163.4308073227992,143.97619646138045,4655.27001953125,15782.830078125,35135.94140625,2241.97998046875,4655.27001953125,15782.830078125,35135.94140625,2241.97998046875,4672.9501953125,15833.1103515625,35287.91015625,2281.280029296875,4625.259765625,15644.6103515625,34895.890625,2232.090087890625,4628.75,15719.419921875,35017.7109375,2248.89990234375,4336410000,4836230000,416040000,4336410000
2021-11-30,165.3000030517578,165.52000427246094,159.9199981689453,159.99000549316406,174048100,154.52050170898437,149.0170004272461,71.31168899819892,3.7111052748813904,2.8403588450219317,0.8707464298594592,165.21377691666316,143.82722650130555,4567.0,15537.6904296875,34483.71875,2198.909912109375,4567.0,15537.6904296875,34483.71875,2198.909912109375,4646.02001953125,15828.2001953125,35056.98828125,2241.050048828125,4560.0,15451.3896484375,34424.44140625,2175.679931640625,4640.25,15716.5,35056.98828125,2241.050048828125,6625990000,6631470000,678800000,6625990000
2021-12-01,164.77000427246094,170.3000030517578,164.52999877929688,167.47999572753906,152052500,155.25800170898438,149.4438006591797,69.86984747379785,3.956450349237031,3.0635771458649512,0.8928732033720794,166.62154318123984,143.89446023672892,4513.0400390625,15254.0498046875,34022.0390625,2147.419921875,4513.0400390625,15254.0498046875,34022.0390625,2147.419921875,4652.93994140625,15816.8203125,35004.640625,2253.3701171875,4510.27001953125,15243.9296875,34006.98046875,2147.39990234375,4602.81982421875,15752.26953125,34678.94140625,2203.1201171875,5366730000,6320260000,496000000,5366730000
2021-12-02,163.75999450683594,164.1999969482422,157.8000030517578,158.74000549316406,136739200,155.87150115966796,149.8020004272461,67.08613137261749,4.023013940728077,3.2554645048375765,0.7675494358905008,167.67157597714987,144.07142634218604,4577.10009765625,15381.3203125,34639.7890625,2206.330078125,4577.10009765625,15381.3203125,34639.7890625,2206.330078125,4595.4599609375,15444.5400390625,34759.6484375,2211.659912109375,4504.72998046875,15150.1201171875,34076.25,2147.6201171875,4504.72998046875,15181.8203125,34076.25,2147.6201171875,5077180000,5418340000,466900000,5077180000
2021-12-03,161.83999633789062,164.9600067138672,159.72000122070312,164.02000427246094,118023100,156.41550064086914,150.10220031738282,62.02700117696117,3.8761563429122816,3.379602872452518,0.4965534704597636,168.2627811455356,144.56822013620268,4538.43017578125,15085.4697265625,34580.078125,2159.31005859375,4538.43017578125,15085.4697265625,34580.078125,2159.31005859375,4608.02978515625,15470.3603515625,34801.30859375,2216.179931640625,4495.1201171875,14931.0595703125,34264.5703125,2143.1201171875,4589.490234375,15428.7099609375,34692.78125,2207.06005859375,5240070000,5900290000,439550000,5240070000
2021-12-06,165.32000732421875,167.8800048828125,164.27999877929688,164.2899932861328,107497000,157.11750106811525,150.4702005004883,66.89940614210516,3.9945319635567103,3.502588690673357,0.4919432728833532,169.3228363333817,144.9121658028488,4591.669921875,15225.150390625,35227.03125,2203.47998046875,4591.669921875,15225.150390625,35227.03125,2203.47998046875,4612.60009765625,15281.990234375,35356.75,2218.27001953125,4540.509765625,14931.6103515625,34633.4296875,2154.6201171875,4548.3701171875,15117.6298828125,34633.4296875,2160.159912109375,4770800000,5115230000,416720000,4770800000
