Date,Company,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI_14,MACD,MACD_signal,MACD_diff,BB_upper,BB_lower
2000-03-14,BLK,14.039228439331056,22.875,23.0,22.875,22.875,1300,20.6375,18.67125,86.67837437296185,1.2227222545796685,1.0957237907734887,0.12699846380617985,24.13696424470944,17.13803575529056
2000-03-15,BLK,14.806400299072266,24.125,24.125,22.625,23.125,29000,20.95,18.82125,90.3441779650268,1.321550250043213,1.1408890826274336,0.18066116741577942,24.52237665987222,17.37762334012778
2000-03-16,BLK,14.959839820861816,24.375,25.0,24.125,24.125,19500,21.24375,18.99125,90.8844465187867,1.4038622094514785,1.1934837079922427,0.21037850145923587,24.92645875172064,17.561041248279356
2000-03-17,BLK,15.189990997314451,24.75,24.75,23.375,23.375,73300,21.5625,19.17125,91.64005974893222,1.4822677365154888,1.251240513696892,0.23102722281859678,25.299979096931487,17.825020903068513
2000-03-20,BLK,14.729680061340332,24.0,24.25,23.875,24.0,134700,21.8375,19.33125,77.75739349237587,1.4669755684144654,1.2943875246404069,0.17258804377405856,25.44010322544682,18.234896774553178
2000-03-21,BLK,14.729680061340332,24.0,24.0,23.75,23.75,172200,22.109375,19.49375,77.75739349237587,1.4382768547351539,1.3231653906593563,0.11511146407579753,25.496592469767748,18.722157530232252
2000-03-22,BLK,13.8858003616333,22.625,23.75,22.625,23.75,35900,22.3,19.62625,58.813298649426464,1.2897148784367118,1.3164752882148274,-0.026760409778115557,25.334334770588086,19.265665229411916
2000-03-23,BLK,13.809073448181152,22.5,22.625,22.5,22.625,1300,22.475,19.7475,57.44316625840844,1.1486510522377955,1.2829104410194212,-0.1342593887816257,25.10457933898178,19.845420661018224
2000-03-24,BLK,13.770724296569824,22.4375,22.5,22.375,22.5,5600,22.634375,19.85375,56.73151687283882,1.0200551650194143,1.2303393858194198,-0.21028422080000553,24.80997656910677,20.458773430893228
2000-03-27,BLK,13.540570259094238,22.0625,22.1875,22.0,22.1875,19600,22.73125,19.95625,52.52672982328094,0.8777643113295817,1.1598243709214522,-0.2820600595918705,24.60253799226625,20.85996200773375
2000-03-28,BLK,12.274740219116213,20.0,22.0625,19.75,22.0625,42600,22.6375,20.00625,36.502181342241514,0.5917499466286635,1.0462094860628945,-0.454459539434231,24.8310986415021,20.4439013584979
2000-03-29,BLK,12.12130069732666,19.75,19.875,19.75,19.75,77000,22.5375,20.04125,35.10421895308549,0.3409780090808958,0.9051631906664948,-0.5641851815855989,25.04386689253586,20.031133107464143
2000-03-30,BLK,12.543243408203123,20.4375,20.5,19.8125,19.8125,18700,22.45625,20.085,41.7149736645212,0.19546178440294426,0.7632229094137847,-0.5677611250108404,25.119395461667434,19.793104538332567
2000-03-31,BLK,12.428173065185549,20.25,20.4375,20.25,20.4375,23500,22.3625,20.14,40.503157576118404,0.06426859658514417,0.6234320468480566,-0.5591634502629125,25.1924734981091,19.532526501890903
2000-04-03,BLK,12.658320426940918,20.625,20.6875,20.25,20.25,4000,22.290625,20.205,44.00660967188424,-0.009335964771654659,0.49687844452411445,-0.5062144092957691,25.21874166220795,19.362508337792047
2000-04-04,BLK,12.735039710998535,20.75,20.875,20.625,20.625,77700,22.228125,20.2775,45.165701872140545,-0.05692545341562294,0.386117664936167,-0.44304311835178994,25.23079958901224,19.225450410987758
2000-04-05,BLK,13.156990051269531,21.4375,21.4375,20.625,20.75,32700,22.2,20.36125,51.154665555474914,-0.03871863735701453,0.3011504044775307,-0.33986904183454525,25.221175268004128,19.17882473199587
2000-04-06,BLK,13.732367515563965,22.375,22.4375,21.125,21.375,12500,22.21875,20.46,57.90617713797864,0.0507735249379877,0.2510750285696221,-0.2003015036316344,25.239382177210565,19.198117822789435
2000-04-07,BLK,14.8831205368042,24.25,24.4375,22.25,22.25,44500,22.325,20.595,67.56298328083224,0.2698825008108443,0.2548365230178666,0.015045977792977727,25.471823795511884,19.178176204488114
2000-04-10,BLK,14.729680061340332,24.0,24.25,24.0,24.25,16100,22.38125,20.7275,65.4083577137948,0.4185304733515629,0.2875753130846059,0.13095516026695703,25.60467500300532,19.157824996994684
2000-04-11,BLK,14.768044471740724,24.0625,24.125,24.0,24.125,6300,22.440625,20.85875,65.70283103606943,0.5352087370418488,0.3371019978760545,0.1981067391657943,25.74106886219488,19.140181137805122
2000-04-12,BLK,14.652966499328612,23.875,24.0,23.8125,24.0,3800,22.428125,20.98125,63.944171868702924,0.6055668212773533,0.39079496255631424,0.21477185872103904,25.70476461819115,19.151485381808854
2000-04-13,BLK,14.346099853515623,23.375,23.75,23.375,23.75,4900,22.378125,21.09,59.37971486319261,0.6139035901652576,0.4354166880781029,0.17848690208715473,25.56365748099903,19.19259251900097
2000-04-14,BLK,14.115944862365724,23.0,23.25,23.0,23.25,10200,22.290625,21.19,56.14282190431729,0.5835246644772631,0.465038283357935,0.11848638111932813,25.302132876048113,19.279117123951885
2000-04-17,BLK,13.770724296569824,22.4375,22.875,22.375,22.875,15500,22.2125,21.27,51.599133112182315,0.508201863274671,0.4736709993412822,0.03453086393338878,25.1219136007106,19.3030863992894
2000-04-18,BLK,13.463849067687988,21.9375,22.3125,21.875,22.3125,2900,22.109375,21.33875,47.88905726117733,0.40351075847748774,0.4596389511685233,-0.05612819269103558,24.90190829210232,19.31684170789768
2000-04-19,BLK,12.888472557067873,21.0,21.9375,21.0,21.8125,20400,22.028125,21.3875,41.817691548675846,0.24210307513522267,0.41613177596186324,-0.17402870082664057,24.850323555647673,19.205926444352325
2000-04-20,BLK,12.96519660949707,21.125,21.15625,20.9375,21.0,78800,21.959375,21.4425,42.85792198271763,0.12285656453789429,0.35747673367706945,-0.23462016913917516,24.799179955890427,19.119570044109576
2000-04-24,BLK,13.272058486938477,21.625,21.625,21.0,21.0625,15100,21.91875,21.5175,46.9440972482184,0.06791577629738654,0.2995645422011329,-0.23164876590374633,24.75327487200233,19.08422512799767
2000-04-25,BLK,14.729680061340332,24.0,24.5,21.6875,21.875,74600,22.015625,21.63875,61.15386713545377,0.21355571968391374,0.2823627776976891,-0.06880705801377535,24.992062415350745,19.039187584649255
2000-04-26,BLK,14.806400299072266,24.125,24.25,23.8125,24.25,67700,22.221875,21.76125,61.734750538338275,0.3351989149903538,0.29293000515622203,0.042268909834131785,25.18268015865192,19.261069841348082
2000-04-27,BLK,14.921475410461426,24.3125,24.375,24.0,24.0,12600,22.45,21.89,62.63726826496985,0.4416407470396635,0.32267215353291034,0.11896859350675315,25.315364287485945,19.584635712514054
2000-04-28,BLK,15.957154273986816,26.0,26.0,24.375,24.5,43100,22.728125,22.04,69.58920952140521,0.6546177864282718,0.3890612801119827,0.26555650631628913,25.828345506270455,19.62790449372954
2000-05-01,BLK,14.729680061340332,24.0,26.5,24.0,26.25,97500,22.915625,22.1525,56.23433198276294,0.6544759479272884,0.44214421367504386,0.2123317342522445,25.842407309550858,19.98884269044914
2000-05-02,BLK,14.614606857299805,23.8125,24.125,23.75,24.125,6100,23.075,22.25875,55.165470823916195,0.631949140578346,0.48010519905570437,0.15184394152264158,25.827442097483587,20.32255790251641
2000-05-03,BLK,14.8831205368042,24.25,24.375,23.5625,23.5625,23000,23.25,22.3725,57.20923721052159,0.6419985178339758,0.5124838628113587,0.12951465502261705,25.828456418092006,20.671543581907994
2000-05-04,BLK,14.499540328979492,23.625,24.0,23.625,24.0,6300,23.359375,22.46875,53.46007004022368,0.5926981892697647,0.5285267281030399,0.06417146116672479,25.803077045565267,20.915672954434733
2000-05-05,BLK,14.53788948059082,23.6875,23.875,23.5,23.5,6200,23.425,22.5625,53.78622558916695,0.5523039353887498,0.5332821695601819,0.01902176582856785,25.829617953022865,21.020382046977137
2000-05-08,BLK,14.729680061340332,24.0,24.125,23.5,23.5625,20400,23.4125,22.6575,55.4667250149107,0.5392907286684263,0.5344838813818308,0.004806847286595528,25.802387549655815,21.022612450344187
2000-05-09,BLK,14.959839820861816,24.375,24.375,24.0625,24.125,19900,23.43125,22.7425,57.46554520757407,0.5528639629625474,0.5381598976979741,0.01470406526457324,25.84504498922337,21.017455010776626
2000-05-10,BLK,15.381781578063965,25.0625,25.0625,24.375,24.5,23400,23.48125,22.80625,60.92797614295927,0.6120411241563737,0.5529361429896541,0.05910498116671958,25.9850283947466,20.9774716052534
2000-05-11,BLK,15.496853828430176,25.25,25.75,25.125,25.125,30200,23.55,22.87625,61.84031933076718,0.6663874342181337,0.57562640123535,0.09076103298278371,26.166235367852035,20.933764632147966
2000-05-12,BLK,15.80372428894043,25.75,25.75,24.875,25.0,32300,23.66875,22.95,64.23839428077956,0.7412583331643177,0.6087527876211436,0.13250554554317406,26.452660244601983,20.884839755398016
2000-05-15,BLK,15.80372428894043,25.75,26.5,25.625,25.75,73700,23.80625,23.0225,64.23839428077956,0.7914704809635857,0.6452963262896321,0.14617415467395367,26.713380243040355,20.899119756959642
2000-05-16,BLK,16.110593795776367,26.25,26.5,25.625,25.8125,26100,23.996875,23.10625,66.66775472796263,0.8616769160659921,0.688572444244904,0.173104471821088,27.01775933864984,20.97599066135016
2000-05-17,BLK,16.18730926513672,26.375,26.5,26.25,26.375,5300,24.21875,23.19375,67.2664322886686,0.9168337878292334,0.73422471296177,0.18260907486746336,27.253831341578817,21.183668658421183
2000-05-18,BLK,16.07223129272461,26.1875,26.375,26.0625,26.375,9400,24.478125,23.2775,65.36980691583936,0.9346423478963999,0.774308239948696,0.16033410794770386,27.24321852237856,21.71303147762144
2000-05-19,BLK,16.03387451171875,26.125,26.1875,26.0,26.1875,38200,24.728125,23.36,64.71479355166576,0.9329579736140232,0.8060381866817615,0.1269197869322617,27.113390642963036,22.34285935703696
2000-05-22,BLK,15.842082977294922,25.8125,26.0,25.8125,26.0,6700,24.9375,23.43375,61.40188570601394,0.8960775325253891,0.8240460558504872,0.07203147667490195,26.892861219826116,22.982138780173884
2000-05-23,BLK,14.576254844665527,23.75,25.375,23.75,25.375,63200,24.925,23.45125,45.02066366535972,0.6924409757462548,0.7977250398296407,-0.10528406408338586,26.907186292960347,22.942813707039655
2000-05-24,BLK,14.269390106201172,23.25,23.625,23.0,23.25,33100,24.88125,23.45875,42.08912759268426,0.48511955974270293,0.7352039438122533,-0.25008438406955036,26.968001362764593,22.79449863723541
2000-05-25,BLK,14.346099853515623,23.375,23.5,23.375,23.375,12500,24.834375,23.44375,43.08687469857211,0.3271313328482641,0.6535894216194554,-0.3264580887711913,27.01033563555844,22.658414364441562
2000-05-26,BLK,14.269390106201172,23.25,23.625,23.25,23.375,64800,24.696875,23.42125,42.30199002072727,0.18965188063355498,0.5608019134222754,-0.3711500327887204,26.90809461539325,22.485655384606748
