Date,Adj Close ^DJI,Adj Close ^GSPC,Adj Close ^IXIC,Adj Close ^RUT,Close ^DJI,Close ^GSPC,Close ^IXIC,Close ^RUT,High ^DJI,High ^GSPC,High ^IXIC,High ^RUT,Low ^DJI,Low ^GSPC,Low ^IXIC,Low ^RUT,Open ^DJI,Open ^GSPC,Open ^IXIC,Open ^RUT,Volume ^DJI,Volume ^GSPC,Volume ^IXIC,Volume ^RUT
2000-04-05,11033.919921875,1487.3699951171875,4169.22021484375,518.0399780273438,11033.919921875,1487.3699951171875,4169.22021484375,518.0399780273438,11218.2099609375,1506.550048828125,4286.8798828125,526.1300048828125,11002.580078125,1478.050048828125,4009.090087890625,494.5899963378906,11163.2900390625,1494.72998046875,4025.89990234375,506.1199951171875,189310000,1110300000,1947700000,1110300000
2000-04-06,11114.26953125,1501.3399658203125,4267.56005859375,532.5,11114.26953125,1501.3399658203125,4267.56005859375,532.5,11201.1396484375,1511.760009765625,4324.08984375,535.6799926757812,11029.5595703125,1487.3699951171875,4196.509765625,517.989990234375,11029.5595703125,1487.3699951171875,4266.7998046875,517.989990234375,161820000,1008000000,1746450000,1008000000
2000-04-07,11111.48046875,1516.3499755859375,4446.4501953125,542.989990234375,11111.48046875,1516.3499755859375,4446.4501953125,542.989990234375,11192.4501953125,1518.6800537109375,4446.4501953125,542.989990234375,11062.76953125,1501.3399658203125,4323.18017578125,532.5,11122.0302734375,1501.3399658203125,4354.1298828125,532.5,156500000,891600000,1563430000,891600000
2000-04-10,11186.5595703125,1504.4599609375,4188.2001953125,518.6599731445312,11186.5595703125,1504.4599609375,4188.2001953125,518.6599731445312,11287.7001953125,1527.18994140625,4475.2001953125,545.9000244140625,11097.2099609375,1503.3499755859375,4188.169921875,518.6599731445312,11114.8896484375,1516.3499755859375,4475.2001953125,542.989990234375,150070000,853700000,1446140000,853700000
2000-04-11,11287.080078125,1500.5899658203125,4055.89990234375,510.1300048828125,11287.080078125,1500.5899658203125,4055.89990234375,510.1300048828125,11361.150390625,1512.800048828125,4182.9599609375,519.239990234375,11102.48046875,1486.780029296875,4009.52001953125,502.4599914550781,11180.98046875,1504.4599609375,4094.610107421875,518.6599731445312,171130000,971400000,1679390000,971400000
2000-04-12,11125.1298828125,1467.1700439453125,3769.6298828125,493.44000244140625,11125.1298828125,1467.1700439453125,3769.6298828125,493.44000244140625,11425.4501953125,1509.0799560546875,4077.919921875,513.0499877929688,11116.75,1466.1500244140625,3769.169921875,493.44000244140625,11283.0498046875,1500.5899658203125,4050.320068359375,510.1400146484375,234780000,1175900000,1921090000,1175900000
2000-04-13,10923.5498046875,1440.510009765625,3676.780029296875,489.2200012207031,10923.5498046875,1440.510009765625,3676.780029296875,489.2200012207031,11144.0595703125,1477.52001953125,3914.679931640625,502.510009765625,10920.759765625,1439.3399658203125,3676.669921875,488.94000244140625,11132.580078125,1467.1700439453125,3839.56005859375,493.44000244140625,200240000,1032000000,1951500000,1032000000
2000-04-14,10305.76953125,1356.56005859375,3321.2900390625,453.7200012207031,10305.76953125,1356.56005859375,3321.2900390625,453.7200012207031,10922.849609375,1440.510009765625,3615.639892578125,489.2300109863281,10201.5302734375,1339.4000244140625,3265.97998046875,450.19000244140625,10922.849609375,1440.510009765625,3597.43994140625,489.2300109863281,267580000,1279700000,2555780000,1279700000
2000-04-17,10582.509765625,1401.43994140625,3539.159912109375,459.260009765625,10582.509765625,1401.43994140625,3539.159912109375,459.260009765625,10583.75,1401.530029296875,3539.77001953125,459.260009765625,10232.5498046875,1346.5,3227.0400390625,441.55999755859375,10303.2900390625,1356.56005859375,3232.93994140625,453.6700134277344,247520000,1204700000,2482830000,1204700000
2000-04-18,10767.419921875,1441.6099853515625,3793.570068359375,486.0899963378906,10767.419921875,1441.6099853515625,3793.570068359375,486.0899963378906,10773.9296875,1441.6099853515625,3794.969970703125,486.0899963378906,10571.33984375,1397.81005859375,3563.830078125,459.260009765625,10584.01953125,1401.43994140625,3596.14990234375,459.260009765625,218380000,1109400000,2152720000,1109400000
2000-04-19,10674.9599609375,1427.469970703125,3706.409912109375,486.2300109863281,10674.9599609375,1427.469970703125,3706.409912109375,486.2300109863281,10789.4404296875,1447.68994140625,3851.56005859375,493.7900085449219,10632.150390625,1424.260009765625,3698.330078125,483.1300048828125,10748.9697265625,1441.6099853515625,3832.64990234375,486.0899963378906,193860000,1001400000,1760270000,1001400000
2000-04-20,10844.0498046875,1434.5400390625,3643.8798828125,481.8399963378906,10844.0498046875,1434.5400390625,3643.8798828125,481.8399963378906,10845.2900390625,1435.489990234375,3751.330078125,489.4599914550781,10665.08984375,1422.0799560546875,3599.679931640625,478.4100036621094,10668.1904296875,1427.469970703125,3735.080078125,486.2300109863281,158390000,896200000,1422730000,896200000
2000-04-24,10906.099609375,1429.8599853515625,3482.47998046875,468.5400085449219,10906.099609375,1429.8599853515625,3482.47998046875,468.5400085449219,10910.75,1434.5400390625,3496.820068359375,481.8399963378906,10695.4404296875,1407.1300048828125,3345.25,460.8999938964844,10822.330078125,1434.5400390625,3466.68994140625,481.8399963378906,295330000,868700000,1540710000,868700000
2000-04-25,11124.8203125,1477.43994140625,3711.22998046875,489.0299987792969,11124.8203125,1477.43994140625,3711.22998046875,489.0299987792969,11136.6103515625,1477.6700439453125,3711.570068359375,489.0299987792969,10881.0400390625,1429.8599853515625,3583.919921875,468.5400085449219,10916.650390625,1429.8599853515625,3592.72998046875,468.5400085449219,240200000,1071100000,1622910000,1071100000
2000-04-26,10945.5,1460.989990234375,3630.090087890625,484.239990234375,10945.5,1460.989990234375,3630.090087890625,484.239990234375,11141.8798828125,1482.93994140625,3777.080078125,495.0199890136719,10902.0595703125,1456.97998046875,3629.360107421875,483.5799865722656,11127.919921875,1477.43994140625,3728.989990234375,489.0199890136719,198970000,999600000,1592830000,999600000
2000-04-27,10888.099609375,1464.9200439453125,3774.030029296875,494.5799865722656,10888.099609375,1464.9200439453125,3774.030029296875,494.5799865722656,10941.91015625,1469.2099609375,3774.110107421875,494.5799865722656,10747.25,1434.81005859375,3513.760009765625,473.760009765625,10941.91015625,1460.989990234375,3519.1298828125,484.239990234375,192920000,1111000000,1548760000,1111000000
2000-04-28,10733.91015625,1452.4300537109375,3860.659912109375,506.25,10733.91015625,1452.4300537109375,3860.659912109375,506.25,10959.23046875,1473.6199951171875,3873.85009765625,506.25,10715.2998046875,1448.1500244140625,3810.06005859375,494.55999755859375,10892.759765625,1464.9200439453125,3830.610107421875,494.55999755859375,173520000,984600000,1583710000,984600000
2000-05-01,10811.7802734375,1468.25,3958.080078125,518.9299926757812,10811.7802734375,1468.25,3958.080078125,518.9299926757812,10926.259765625,1481.510009765625,3982.3798828125,519.6300048828125,10724.2197265625,1452.4300537109375,3899.7099609375,506.25,10749.419921875,1452.4300537109375,3930.179931640625,506.25,174020000,966300000,1500610000,966300000
2000-05-02,10731.1201171875,1446.2900390625,3785.449951171875,505.3500061035156,10731.1201171875,1446.2900390625,3785.449951171875,505.3500061035156,10824.5,1468.25,3948.6298828125,520.3200073242188,10710.01953125,1445.219970703125,3784.5400390625,504.9700012207031,10805.580078125,1468.25,3927.919921875,518.9299926757812,208610000,1011500000,1438040000,1011500000
2000-05-03,10480.1298828125,1415.0999755859375,3707.31005859375,495.55999755859375,10480.1298828125,1415.0999755859375,3707.31005859375,495.55999755859375,10732.2099609375,1446.2900390625,3759.2099609375,505.3500061035156,10400.08984375,1398.3599853515625,3592.7900390625,487.3299865722656,10732.2099609375,1446.2900390625,3755.300048828125,505.3500061035156,200220000,991600000,1480050000,991600000
2000-05-04,10412.490234375,1409.5699462890625,3720.239990234375,501.9100036621094,10412.490234375,1409.5699462890625,3720.239990234375,501.9100036621094,10523.099609375,1420.989990234375,3762.469970703125,502.6300048828125,10407.5302734375,1404.93994140625,3679.429931640625,495.5199890136719,10478.8896484375,1415.0999755859375,3723.27001953125,495.5899963378906,169170000,925800000,1287850000,925800000
2000-05-05,10577.8603515625,1432.6300048828125,3816.820068359375,512.8400268554688,10577.8603515625,1432.6300048828125,3816.820068359375,512.8400268554688,10585.919921875,1436.030029296875,3818.39990234375,512.8400268554688,10375.8095703125,1405.0799560546875,3694.280029296875,499.7300109863281,10409.7001953125,1409.5699462890625,3694.280029296875,501.9100036621094,138300000,805500000,1197290000,805500000
2000-05-08,10603.6298828125,1424.1700439453125,3669.3798828125,500.0799865722656,10603.6298828125,1424.1700439453125,3669.3798828125,500.0799865722656,10627.849609375,1432.6300048828125,3765.219970703125,512.8400268554688,10522.0703125,1417.050048828125,3669.110107421875,499.6000061035156,10571.3095703125,1432.6300048828125,3758.4599609375,512.8400268554688,144180000,787600000,1142710000,787600000
2000-05-09,10536.75,1412.1400146484375,3585.010009765625,490.8599853515625,10536.75,1412.1400146484375,3585.010009765625,490.8599853515625,10684.849609375,1430.280029296875,3708.739990234375,504.07000732421875,10514.25,1401.8499755859375,3540.820068359375,486.82000732421875,10607.5400390625,1424.1700439453125,3704.85009765625,500.0799865722656,166320000,896600000,1454780000,896600000
2000-05-10,10367.7802734375,1383.050048828125,3384.72998046875,474.2799987792969,10367.7802734375,1383.050048828125,3384.72998046875,474.2799987792969,10533.08984375,1412.1400146484375,3531.47998046875,490.8599853515625,10292.099609375,1375.1400146484375,3367.06005859375,470.57000732421875,10533.08984375,1412.1400146484375,3525.02001953125,490.8599853515625,225970000,1006400000,1580110000,1006400000
2000-05-11,10545.9697265625,1407.81005859375,3499.580078125,489.3900146484375,10545.9697265625,1407.81005859375,3499.580078125,489.3900146484375,10575.099609375,1410.260009765625,3502.530029296875,489.3900146484375,10369.26953125,1383.050048828125,3389.8701171875,474.2799987792969,10369.26953125,1383.050048828125,3450.06005859375,474.2799987792969,185720000,953600000,1370230000,953600000
2000-05-12,10609.3701171875,1420.9599609375,3529.06005859375,490.94000244140625,10609.3701171875,1420.9599609375,3529.06005859375,490.94000244140625,10673.7900390625,1430.1300048828125,3619.68994140625,498.2699890136719,10543.919921875,1407.81005859375,3523.199951171875,489.3900146484375,10549.0595703125,1407.81005859375,3546.239990234375,489.3900146484375,137770000,858200000,1220040000,858200000
2000-05-15,10807.7802734375,1452.3599853515625,3607.64990234375,497.80999755859375,10807.7802734375,1452.3599853515625,3607.64990234375,497.80999755859375,10811.5498046875,1452.3900146484375,3607.77001953125,497.80999755859375,10605.259765625,1416.5400390625,3445.1298828125,483.7300109863281,10606.9697265625,1420.9599609375,3533.2099609375,490.94000244140625,155810000,854600000,1155810000,854600000
2000-05-16,10934.5703125,1466.0400390625,3717.570068359375,505.9800109863281,10934.5703125,1466.0400390625,3717.570068359375,505.9800109863281,10971.240234375,1470.4000244140625,3729.1201171875,507.5199890136719,10816.009765625,1450.760009765625,3626.989990234375,497.80999755859375,10816.009765625,1452.3599853515625,3674.889892578125,497.80999755859375,181920000,955500000,1495270000,955500000
2000-05-17,10769.740234375,1447.800048828125,3644.9599609375,499.6600036621094,10769.740234375,1447.800048828125,3644.9599609375,499.6600036621094,10930.6396484375,1466.0400390625,3690.820068359375,505.9800109863281,10752.6103515625,1441.6700439453125,3616.27001953125,497.57000732421875,10930.6396484375,1466.0400390625,3649.5400390625,505.9800109863281,169570000,820500000,1227380000,820500000
2000-05-18,10777.2802734375,1437.2099609375,3538.7099609375,490.95001220703125,10777.2802734375,1437.2099609375,3538.7099609375,490.95001220703125,10864.3203125,1458.0400390625,3663.840087890625,501.510009765625,10764.259765625,1436.5899658203125,3538.7099609375,490.95001220703125,10771.7998046875,1447.800048828125,3660.239990234375,499.6600036621094,161220000,807900000,1258610000,807900000
2000-05-19,10626.849609375,1406.949951171875,3390.39990234375,479.70001220703125,10626.849609375,1406.949951171875,3390.39990234375,479.70001220703125,10764.2197265625,1437.2099609375,3506.179931640625,490.95001220703125,10570.650390625,1401.739990234375,3381.72998046875,477.7300109863281,10764.2197265625,1437.2099609375,3480.6298828125,490.95001220703125,188270000,853700000,1366930000,853700000
2000-05-22,10542.5498046875,1400.719970703125,3364.2099609375,471.6700134277344,10542.5498046875,1400.719970703125,3364.2099609375,471.6700134277344,10664.5400390625,1410.550048828125,3390.949951171875,480.5899963378906,10369.490234375,1368.72998046875,3172.64990234375,458.2099914550781,10624.7900390625,1406.949951171875,3390.949951171875,479.70001220703125,185570000,869000000,1615480000,869000000
2000-05-23,10422.26953125,1373.8599853515625,3164.550048828125,459.010009765625,10422.26953125,1373.8599853515625,3164.550048828125,459.010009765625,10557.4501953125,1403.77001953125,3389.60009765625,474.1700134277344,10416.7802734375,1373.4300537109375,3163.969970703125,459.010009765625,10539.1201171875,1400.719970703125,3346.659912109375,471.6700134277344,157080000,869900000,1330440000,869900000
2000-05-24,10535.349609375,1399.050048828125,3270.610107421875,461.739990234375,10535.349609375,1399.050048828125,3270.610107421875,461.739990234375,10554.8798828125,1401.75,3276.18994140625,461.739990234375,10364.009765625,1361.0899658203125,3042.659912109375,443.989990234375,10420.900390625,1373.8599853515625,3155.139892578125,459.010009765625,225350000,1152300000,2087980000,1152300000
2000-05-25,10323.919921875,1381.52001953125,3205.35009765625,456.1700134277344,10323.919921875,1381.52001953125,3205.35009765625,456.1700134277344,10558.650390625,1411.6500244140625,3365.840087890625,469.9200134277344,10266.0,1373.9300537109375,3194.590087890625,456.1600036621094,10529.8701171875,1399.050048828125,3308.510009765625,461.739990234375,184380000,984500000,1561840000,984500000
2000-05-26,10299.240234375,1378.02001953125,3205.110107421875,457.3699951171875,10299.240234375,1378.02001953125,3205.110107421875,457.3699951171875,10387.66015625,1391.4200439453125,3256.6298828125,458.8800048828125,10258.8095703125,1369.75,3150.780029296875,451.95001220703125,10322.8896484375,1381.52001953125,3215.280029296875,456.1700134277344,129200000,722600000,1069440000,722600000
2000-05-30,10527.1298828125,1422.449951171875,3459.47998046875,476.70001220703125,10527.1298828125,1422.449951171875,3459.47998046875,476.70001220703125,10528.150390625,1422.449951171875,3460.239990234375,476.70001220703125,10302.3095703125,1378.02001953125,3286.5400390625,457.3699951171875,10302.3095703125,1378.02001953125,3286.5400390625,457.3699951171875,165450000,844200000,1457360000,844200000
2000-05-31,10522.330078125,1420.5999755859375,3400.909912109375,476.17999267578125,10522.330078125,1420.5999755859375,3400.909912109375,476.17999267578125,10599.4296875,1434.489990234375,3501.510009765625,481.6300048828125,10490.7998046875,1415.5,3399.6201171875,473.32000732421875,10528.2802734375,1422.43994140625,3428.25,476.7200012207031,162880000,960500000,1533730000,960500000
2000-06-01,10652.2001953125,1448.81005859375,3582.5,492.4700012207031,10652.2001953125,1448.81005859375,3582.5,492.4700012207031,10673.4501953125,1448.81005859375,3583.27001953125,492.4700012207031,10513.080078125,1420.5999755859375,3459.85009765625,476.17999267578125,10532.26953125,1420.5999755859375,3471.949951171875,476.17999267578125,183990000,960100000,1580240000,960100000
2000-06-02,10794.759765625,1477.260009765625,3813.3798828125,513.030029296875,10794.759765625,1477.260009765625,3813.3798828125,513.030029296875,10846.080078125,1483.22998046875,3814.5,513.0399780273438,10660.08984375,1448.81005859375,3728.949951171875,492.4700012207031,10660.08984375,1448.81005859375,3728.949951171875,492.4700012207031,200900000,1162400000,1903210000,1162400000
2000-06-05,10815.2998046875,1467.6300048828125,3821.760009765625,513.2999877929688,10815.2998046875,1467.6300048828125,3821.760009765625,513.2999877929688,10863.0,1477.280029296875,3875.659912109375,518.030029296875,10752.2802734375,1464.6800537109375,3765.60009765625,509.29998779296875,10793.1103515625,1477.260009765625,3773.239990234375,513.030029296875,151120000,838600000,1455960000,838600000
2000-06-06,10735.5703125,1457.8399658203125,3756.3701171875,511.6499938964844,10735.5703125,1457.8399658203125,3756.3701171875,511.6499938964844,10822.6103515625,1471.3599853515625,3884.010009765625,523.0499877929688,10707.7197265625,1454.739990234375,3749.179931640625,511.489990234375,10822.6103515625,1467.6300048828125,3825.97998046875,513.2999877929688,169370000,950100000,1603060000,950100000
2000-06-07,10812.8603515625,1471.3599853515625,3839.260009765625,516.5399780273438,10812.8603515625,1471.3599853515625,3839.260009765625,516.5399780273438,10848.3798828125,1474.6400146484375,3839.3701171875,516.5399780273438,10695.1796875,1455.06005859375,3725.8701171875,507.9100036621094,10733.48046875,1457.8399658203125,3766.550048828125,511.6499938964844,154430000,854600000,1431220000,854600000
2000-06-08,10668.7197265625,1461.6700439453125,3825.56005859375,514.5399780273438,10668.7197265625,1461.6700439453125,3825.56005859375,514.5399780273438,10823.66015625,1475.6500244140625,3890.02001953125,519.6300048828125,10635.73046875,1456.489990234375,3797.409912109375,513.5900268554688,10818.7802734375,1471.3599853515625,3886.0400390625,516.4199829101562,176280000,854300000,1399250000,854300000
2000-06-09,10614.0595703125,1456.949951171875,3874.840087890625,523.0599975585938,10614.0595703125,1456.949951171875,3874.840087890625,523.0599975585938,10763.76953125,1472.6700439453125,3893.669921875,523.3499755859375,10588.2900390625,1454.9599609375,3847.7099609375,514.5399780273438,10678.4697265625,1461.6700439453125,3892.75,514.5399780273438,136750000,786000000,1268720000,786000000
2000-06-12,10564.2099609375,1446.0,3767.909912109375,508.510009765625,10564.2099609375,1446.0,3767.909912109375,508.510009765625,10652.58984375,1462.9300537109375,3892.050048828125,523.7899780273438,10564.2099609375,1445.989990234375,3767.8798828125,508.20001220703125,10615.1201171875,1456.949951171875,3892.050048828125,523.0700073242188,136750000,774100000,1281000000,774100000
2000-06-13,10621.83984375,1469.43994140625,3851.06005859375,513.75,10621.83984375,1469.43994140625,3851.06005859375,513.75,10654.7197265625,1470.4200439453125,3851.429931640625,513.760009765625,10492.7900390625,1442.3800048828125,3695.35009765625,500.9100036621094,10562.3095703125,1446.0,3743.909912109375,508.510009765625,155190000,935900000,1398790000,935900000
2000-06-14,10687.9501953125,1470.5400390625,3797.409912109375,509.6700134277344,10687.9501953125,1470.5400390625,3797.409912109375,509.6700134277344,10737.7099609375,1483.6199951171875,3883.340087890625,517.5800170898438,10624.6796875,1467.7099609375,3797.0,509.489990234375,10632.4599609375,1469.43994140625,3875.0400390625,513.75,166340000,929700000,1400300000,929700000
2000-06-15,10714.8203125,1478.72998046875,3845.739990234375,512.25,10714.8203125,1478.72998046875,3845.739990234375,512.25,10763.7001953125,1482.0400390625,3849.93994140625,512.280029296875,10669.2099609375,1464.6199951171875,3763.739990234375,504.1300048828125,10689.6298828125,1470.5400390625,3802.18994140625,509.6700134277344,176200000,1011400000,1426630000,1011400000
2000-06-16,10449.2998046875,1464.4599609375,3860.56005859375,513.739990234375,10449.2998046875,1464.4599609375,3860.56005859375,513.739990234375,10724.830078125,1480.77001953125,3883.14990234375,514.9400024414062,10449.2998046875,1460.4200439453125,3822.340087890625,510.0,10717.759765625,1478.72998046875,3877.070068359375,512.25,233100000,1250800000,1501190000,1250800000
2000-06-19,10557.83984375,1486.0,3989.830078125,522.7899780273438,10557.83984375,1486.0,3989.830078125,522.7899780273438,10597.4404296875,1488.9300537109375,3990.7900390625,522.7899780273438,10440.1103515625,1459.050048828125,3818.64990234375,510.04998779296875,10448.400390625,1464.4599609375,3818.64990234375,513.739990234375,169330000,921700000,1411400000,921700000
2000-06-20,10435.16015625,1475.949951171875,4013.360107421875,525.6900024414062,10435.16015625,1475.949951171875,4013.360107421875,525.6900024414062,10561.3798828125,1487.3199462890625,4050.580078125,526.97998046875,10407.9404296875,1470.1800537109375,3982.22998046875,520.75,10558.900390625,1486.0,4003.090087890625,522.77001953125,179000000,1031500000,1694520000,1031500000
2000-06-21,10497.740234375,1479.1300048828125,4064.010009765625,527.6099853515625,10497.740234375,1479.1300048828125,4064.010009765625,527.6099853515625,10521.0703125,1482.18994140625,4073.159912109375,528.4400024414062,10410.0595703125,1468.0,3961.300048828125,522.1699829101562,10446.830078125,1475.949951171875,3965.3701171875,525.6900024414062,204540000,1009600000,1541900000,1009600000
2000-06-22,10376.1201171875,1452.1800537109375,3936.840087890625,515.010009765625,10376.1201171875,1452.1800537109375,3936.840087890625,515.010009765625,10495.9697265625,1479.1300048828125,4073.72998046875,530.4099731445312,10335.4599609375,1448.030029296875,3936.840087890625,515.010009765625,10495.9697265625,1479.1300048828125,4073.72998046875,527.6099853515625,189280000,1022700000,1639540000,1022700000
2000-06-23,10404.75,1441.47998046875,3845.340087890625,510.4100036621094,10404.75,1441.47998046875,3845.340087890625,510.4100036621094,10478.650390625,1459.93994140625,3957.679931640625,518.219970703125,10376.4697265625,1438.31005859375,3830.22998046875,508.2200012207031,10376.4697265625,1452.1800537109375,3950.050048828125,515.010009765625,142390000,847600000,1344960000,847600000
2000-06-26,10542.990234375,1455.31005859375,3912.1201171875,516.3599853515625,10542.990234375,1455.31005859375,3912.1201171875,516.3599853515625,10566.6796875,1459.6600341796875,3935.1201171875,516.3699951171875,10403.6904296875,1441.47998046875,3852.409912109375,509.2300109863281,10403.6904296875,1441.47998046875,3884.64990234375,510.4100036621094,157390000,889000000,1316960000,889000000
2000-06-27,10504.4599609375,1450.550048828125,3858.9599609375,508.0799865722656,10504.4599609375,1450.550048828125,3858.9599609375,508.0799865722656,10615.830078125,1463.3499755859375,3945.75,518.5700073242188,10504.4599609375,1450.550048828125,3858.949951171875,507.8800048828125,10541.580078125,1455.31005859375,3904.39990234375,516.3599853515625,159240000,1042500000,1476020000,1042500000
2000-06-28,10527.7900390625,1454.8199462890625,3940.340087890625,520.989990234375,10527.7900390625,1454.8199462890625,3940.340087890625,520.989990234375,10620.419921875,1467.6300048828125,3974.47998046875,521.0,10506.3896484375,1450.550048828125,3872.169921875,508.0799865722656,10506.3896484375,1450.550048828125,3877.77001953125,508.0799865722656,189270000,1095100000,1660130000,1095100000
