Date,Company,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI_14,MACD,MACD_signal,MACD_diff,BB_upper,BB_lower
2000-03-14,GS,74.73589324951172,104.75,112.875,103.5,111.5,653100,94.871875,89.52125,62.065435801982375,5.793436348245038,4.2852133730081245,1.5082229752369134,114.98050479388442,74.76324520611558
2000-03-15,GS,73.8886489868164,103.5625,105.5,101.375,102.5,700300,95.725,89.82625,60.07577285017587,5.4766551355236,4.52350172551122,0.95315341001238,115.78823596780927,75.66176403219072
2000-03-16,GS,73.7103042602539,103.3125,105.0,99.25,103.875,2024800,96.74375,90.2375,59.64228686099866,5.1461096824167925,4.648023316892335,0.4980863655244576,116.1651822656697,77.32231773433031
2000-03-17,GS,83.119140625,116.5,117.375,103.25,104.125,2099400,98.4625,90.99,71.37557272717844,5.880484501977918,4.894515553909452,0.9859689480684661,118.4798908764353,78.4451091235647
2000-03-20,GS,80.93412017822266,113.4375,123.0,112.5625,117.625,2254000,100.09375,91.61375,66.53765060536108,6.144533326397877,5.144519108407137,1.0000142179907394,119.39653882053044,80.79096117946956
2000-03-21,GS,84.36771392822266,118.25,119.8125,106.5,111.0,2692800,101.928125,92.3275,69.9810264860828,6.665289148078486,5.448673116341407,1.2166160317370789,120.8063231975901,83.04992680240989
2000-03-22,GS,83.58735656738281,117.15625,117.9375,114.8125,114.875,1258900,103.4984375,92.983125,68.26178203168064,6.910080300129366,5.740954553098999,1.1691257470303666,121.95258755620331,85.04428744379668
2000-03-23,GS,84.90283966064453,119.0,119.0,115.125,116.5,1656900,104.9671875,93.666875,69.61684310833206,7.1702006580025,6.026803774079699,1.1433968839228008,123.44668918218473,86.48768581781526
2000-03-24,GS,86.55271911621094,121.3125,128.0,117.6875,119.0,1934400,106.5703125,94.405625,71.27346706296437,7.476759905247803,6.316795000313321,1.1599649049344825,124.87986724395454,88.26075775604546
2000-03-27,GS,79.90852355957031,112.0,119.375,111.75,118.25,1315000,107.7703125,94.955625,57.643098839052,6.888858917702123,6.4312077837910815,0.4576511339110416,124.0922239971828,91.4484010028172
2000-03-28,GS,80.80035400390625,113.25,115.5,108.5,109.5,1649400,108.8078125,95.508125,58.782533451580164,6.449462315862036,6.434858690205273,0.014603625656762986,123.68961602550951,93.92600897449049
2000-03-29,GS,81.46925354003906,114.1875,116.125,110.75,114.0,754300,109.7796875,96.054375,59.659044422705804,6.106493897715396,6.369185731707297,-0.26269183399190155,123.34264076143488,96.21673423856511
2000-03-30,GS,76.2519760131836,106.875,115.0,105.125,112.625,1241200,110.3109375,96.440625,50.61726295896567,5.184863440219132,6.132321273409665,-0.9474578331905326,122.47242375978203,98.14945124021796
2000-03-31,GS,75.09263610839844,105.25,111.875,103.3125,108.0,1693300,110.4484375,96.826875,48.845622728889616,4.27407190297599,5.760671399322931,-1.4865994963469404,122.31210437819863,98.58477062180137
2000-04-03,GS,75.27099609375,105.5,110.8125,105.5,108.75,1789500,110.5390625,97.223125,49.14055332833936,3.531724437580621,5.314882006974469,-1.7831575693938477,122.22106112167717,98.85706387832283
2000-04-04,GS,70.09833526611328,98.25,106.25,91.125,106.0,3739600,110.2078125,97.553125,41.642383215966454,2.33151802523291,4.718209210626157,-2.3866911853932473,122.84972992465784,97.56589507534217
2000-04-05,GS,69.5186767578125,97.4375,99.625,93.5,97.5,3238700,109.9921875,97.824375,40.88938172355182,1.2998005451857466,4.0345274775380755,-2.734726932352329,123.33165365955328,96.65272134044672
2000-04-06,GS,75.62772369384766,106.0,106.0,100.0,101.0,1675700,109.9328125,98.179375,50.95454696572592,1.1597107754030844,3.4595641371110775,-2.299853361707993,123.3321226938819,96.5335023061181
2000-04-07,GS,73.13058471679688,102.5,107.25,101.1875,106.25,1373500,109.4453125,98.449375,47.40150999127472,0.7575354768508191,2.919158405059026,-2.1616229282082067,123.17725909987678,95.71336590012322
2000-04-10,GS,76.3857650756836,107.0625,109.125,103.5625,104.0,1749900,109.2796875,98.850625,52.091273327293216,0.7977681007560307,2.494880344198427,-1.6971122434423962,123.0426568806194,95.51671811938058
2000-04-11,GS,74.78048706054688,104.8125,108.3125,104.3125,107.125,1147200,109.2828125,99.114375,49.73614749167617,0.6407108334366853,2.1240464420460787,-1.4833356086093934,123.04169421952457,95.52393078047544
2000-04-12,GS,68.89434051513672,96.5625,107.25,96.5,106.5,2598500,108.9328125,99.220625,42.201938584308316,-0.1477609382059626,1.6696849659956705,-1.817445904201633,123.58319478756735,94.28243021243264
